Fecha,Concepto,Cargos
09/01/2020,FAC Servicio PAGADA,66236.0
09/01/2020,FAC Servicio PAGADA,45223.38
09/01/2020,FAC Servicio PAGADA,126486.4
09/01/2020,FAC Servicio PAGADA,18121.04
10/01/2020,FAC Servicio PAGADA,10150.0
10/01/2020,FAC Servicio PAGADA,124321.84
10/01/2020,FAC Servicio PAGADA,5699.89
10/01/2020,FAC Servicio PAGADA,5512.32
10/01/2020,FAC Servicio SIN PAGO,24684.8
10/01/2020,FAC Servicio SIN PAGO,73388.6
10/01/2020,FAC Servicio SIN PAGO,20109.76
10/01/2020,FAC Servicio PAGADA,158643.57
13/01/2020,FAC Servicio SIN PAGO,2504.67
13/01/2020,FAC Servicio SIN PAGO,2170.55
13/01/2020,FAC Servicio SIN PAGO,6833.73
13/01/2020,FAC Servicio SIN PAGO,14245.73
13/01/2020,FAC Servicio PAGADA,10750.0
13/01/2020,FAC Servicio SIN PAGO,29195.56
13/01/2020,FAC Servicio SIN PAGO,24602.9
13/01/2020,FAC Servicio PAGADA,4447.99
14/01/2020,FAC Servicio SIN PAGO,28139.28
14/01/2020,FAC Servicio SIN PAGO,15080.0
14/01/2020,FAC Servicio SIN PAGO,2131.26
14/01/2020,FAC Servicio PAGADA,8468.0
15/01/2020,FAC Servicio PAGADA,6160.01
15/01/2020,FAC Servicio PAGADA,5672.4
15/01/2020,FAC Servicio SIN PAGO,2814.62
15/01/2020,FAC Servicio SIN PAGO,4763.42
15/01/2020,FAC Servicio PAGADA,6387.19
15/01/2020,FAC Servicio PAGADA,1890.95
15/01/2020,FAC Servicio SIN PAGO,67976.0
15/01/2020,FAC Servicio PAGADA,10870.36
16/01/2020,FAC Servicio SIN PAGO,58696.46
17/01/2020,FAC Servicio SIN PAGO,11516.02
17/01/2020,FAC Servicio PAGADA,32797.96
17/01/2020,FAC Servicio PAGADA,2726.0
17/01/2020,FAC Servicio PAGADA,8408.96
17/01/2020,FAC Servicio PAGADA,3317.6
17/01/2020,FAC Servicio SIN PAGO,20184.0
17/01/2020,FAC Servicio SIN PAGO,24633.76
20/01/2020,FAC Servicio SIN PAGO,3156.49
20/01/2020,FAC Servicio SIN PAGO,11600.0
20/01/2020,FAC Servicio SIN PAGO,4872.0
20/01/2020,FAC Servicio SIN PAGO,5858.0
20/01/2020,FAC Servicio SIN PAGO,1050.26
20/01/2020,FAC Servicio SIN PAGO,6206.0
21/01/2020,FAC Servicio SIN PAGO,25014.47
22/01/2020,FAC Servicio SIN PAGO,608.23
22/01/2020,FAC Servicio PAGADA,5901.01
22/01/2020,FAC Servicio SIN PAGO,1824.68
22/01/2020,FAC Servicio SIN PAGO,10616.32
22/01/2020,FAC Servicio PAGADA,5559.58
22/01/2020,FAC Servicio SIN PAGO,7537.13
23/01/2020,FAC Servicio PAGADA,11194.0
24/01/2020,FAC Servicio SIN PAGO,2900.0
24/01/2020,FAC Servicio PAGADA,11948.0
27/01/2020,FAC Servicio PAGADA,8122.32
27/01/2020,FAC Ventas PAGADA,16646.0
28/01/2020,FAC Servicio PAGADA,3800.0
28/01/2020,FAC Servicio SIN PAGO,19174.8
28/01/2020,FAC Servicio PAGADA,12376.04
28/01/2020,FAC Ventas SIN PAGO,10609.36
28/01/2020,FAC Servicio PAGADA,12168.4
29/01/2020,FAC Servicio PAGADA,1353.2
29/01/2020,FAC Servicio SIN PAGO,13422.0
30/01/2020,FAC Servicio PAGADA,27036.7
30/01/2020,FAC Servicio PAGADA,101629.66
30/01/2020,FAC Servicio SIN PAGO,2688.3
31/01/2020,FAC Servicio PAGADA,3332.8
31/01/2020,FAC Servicio SIN PAGO,2109.81
31/01/2020,FAC Servicio PAGADA,5512.32
31/01/2020,FAC Servicio PAGADA,5699.89
31/01/2020,FAC Servicio SIN PAGO,6414.34
31/01/2020,FAC Servicio PAGADA,3360.64
31/01/2020,FAC Servicio SIN PAGO,1984.53
31/01/2020,FAC Servicio SIN PAGO,14192.6
07/02/2020,FAC Servicio SIN PAGO,11447.81
07/02/2020,FAC Servicio SIN PAGO,1796.72
07/02/2020,FAC Servicio SIN PAGO,7539.42
07/02/2020,FAC Servicio SIN PAGO,11516.02
07/02/2020,FAC Servicio SIN PAGO,16398.98
07/02/2020,FAC Servicio SIN PAGO,1999.07
07/02/2020,FAC Servicio SIN PAGO,8328.8
07/02/2020,FAC Servicio SIN PAGO,3750.05
07/02/2020,FAC Servicio SIN PAGO,1746.48
07/02/2020,FAC Servicio SIN PAGO,13023.55
07/02/2020,FAC Servicio SIN PAGO,7603.8
07/02/2020,FAC Servicio PAGADA,4646.96
07/02/2020,FAC Servicio PAGADA,1160.0
07/02/2020,FAC Ventas PAGADA,5735.04
07/02/2020,FAC Servicio SIN PAGO,2354.8
11/02/2020,FAC Servicio PAGADA,5208.4
14/02/2020,FAC Servicio PAGADA,38478.36
14/02/2020,FAC Servicio SIN PAGO,3908.27
14/02/2020,FAC Servicio SIN PAGO,58696.46
14/02/2020,FAC Servicio SIN PAGO,24633.76
14/02/2020,FAC Servicio SIN PAGO,54337.71
14/02/2020,FAC Servicio SIN PAGO,13422.0
17/02/2020,FAC Servicio SIN PAGO,2900.0
17/02/2020,FAC Servicio SIN PAGO,2050.1
17/02/2020,FAC Servicio SIN PAGO,6834.14
17/02/2020,FAC Servicio SIN PAGO,16762.0
17/02/2020,FAC Servicio PAGADA,10054.88
17/02/2020,FAC Servicio SIN PAGO,5249.46
17/02/2020,FAC Servicio SIN PAGO,4582.0
17/02/2020,FAC Servicio SIN PAGO,7832.09
17/02/2020,FAC Servicio PAGADA,7229.31
17/02/2020,FAC Servicio PAGADA,5162.0
17/02/2020,FAC Servicio SIN PAGO,6191.06
17/02/2020,FAC Servicio SIN PAGO,1050.26
17/02/2020,FAC Servicio SIN PAGO,4698.0
19/02/2020,FAC Servicio PAGADA,1950.01
19/02/2020,FAC Servicio PAGADA,10814.68
19/02/2020,FAC Servicio PAGADA,15053.9
19/02/2020,FAC Servicio SIN PAGO,5597.58
19/02/2020,FAC Servicio SIN PAGO,3856.65
19/02/2020,FAC Servicio PAGADA,8696.29
19/02/2020,FAC Servicio PAGADA,2965.11
19/02/2020,FAC Servicio PAGADA,2767.78
19/02/2020,FAC Servicio PAGADA,22632.74
19/02/2020,FAC Servicio PAGADA,6024.2
19/02/2020,FAC Servicio SIN PAGO,1972.65
19/02/2020,FAC Servicio SIN PAGO,8389.53
19/02/2020,FAC Servicio SIN PAGO,3754.69
19/02/2020,FAC Servicio SIN PAGO,7043.17
20/02/2020,FAC Servicio SIN PAGO,1225.54
20/02/2020,FAC Servicio SIN PAGO,1668.66
20/02/2020,FAC Ventas SIN PAGO,346965.05
20/02/2020,FAC Servicio SIN PAGO,7487.74
21/02/2020,FAC Servicio PAGADA,8773.14
21/02/2020,FAC Servicio SIN PAGO,2194.52
21/02/2020,FAC Servicio SIN PAGO,1863.25
21/02/2020,FAC Servicio SIN PAGO,2194.52
21/02/2020,FAC Servicio SIN PAGO,4485.26
21/02/2020,FAC Servicio SIN PAGO,10672.0
21/02/2020,FAC Servicio SIN PAGO,2194.52
21/02/2020,FAC Servicio SIN PAGO,3667.65
21/02/2020,FAC Servicio SIN PAGO,6702.48
25/02/2020,FAC Servicio SIN PAGO,1422.64
25/02/2020,FAC Servicio PAGADA,1624.23
25/02/2020,FAC Servicio PAGADA,6264.0
25/02/2020,FAC Servicio SIN PAGO,14245.73
